,date,provider,region,age,total_number
35602,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,20-29,19.0
35603,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,30-39,62.0
35604,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,40-49,43.0
35605,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,50-59,47.0
35606,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,60-69,258.0
35607,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,70-79,20709.0
35608,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,80-89,193.0
35609,2021-04-15,Vaxzevria (AstraZeneca),Lombardia,90+,15.0
35750,2021-04-16,Moderna,Lombardia,12-19,21.0
35751,2021-04-16,Moderna,Lombardia,20-29,125.0
35752,2021-04-16,Moderna,Lombardia,30-39,147.0
35753,2021-04-16,Moderna,Lombardia,40-49,214.0
35754,2021-04-16,Moderna,Lombardia,50-59,367.0
35755,2021-04-16,Moderna,Lombardia,60-69,444.0
35756,2021-04-16,Moderna,Lombardia,70-79,1004.0
35757,2021-04-16,Moderna,Lombardia,80-89,657.0
35758,2021-04-16,Moderna,Lombardia,90+,509.0
35925,2021-04-16,Pfizer/BioNTech,Lombardia,12-19,55.0
35926,2021-04-16,Pfizer/BioNTech,Lombardia,20-29,906.0
35927,2021-04-16,Pfizer/BioNTech,Lombardia,30-39,545.0
35928,2021-04-16,Pfizer/BioNTech,Lombardia,40-49,881.0
35929,2021-04-16,Pfizer/BioNTech,Lombardia,50-59,1314.0
35930,2021-04-16,Pfizer/BioNTech,Lombardia,60-69,1177.0
35931,2021-04-16,Pfizer/BioNTech,Lombardia,70-79,6970.0
35932,2021-04-16,Pfizer/BioNTech,Lombardia,80-89,807.0
35933,2021-04-16,Pfizer/BioNTech,Lombardia,90+,286.0
36092,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,20-29,12.0
36093,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,30-39,6.0
36094,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,40-49,23.0
36095,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,50-59,25.0
36096,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,60-69,301.0
36097,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,70-79,21755.0
36098,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,80-89,104.0
36099,2021-04-16,Vaxzevria (AstraZeneca),Lombardia,90+,17.0
36237,2021-04-17,Moderna,Lombardia,12-19,5.0
36238,2021-04-17,Moderna,Lombardia,20-29,34.0
36239,2021-04-17,Moderna,Lombardia,30-39,94.0
36240,2021-04-17,Moderna,Lombardia,40-49,155.0
36241,2021-04-17,Moderna,Lombardia,50-59,367.0
36242,2021-04-17,Moderna,Lombardia,60-69,469.0
36243,2021-04-17,Moderna,Lombardia,70-79,1087.0
36244,2021-04-17,Moderna,Lombardia,80-89,900.0
36245,2021-04-17,Moderna,Lombardia,90+,790.0
36406,2021-04-17,Pfizer/BioNTech,Lombardia,12-19,48.0
36407,2021-04-17,Pfizer/BioNTech,Lombardia,20-29,346.0
36408,2021-04-17,Pfizer/BioNTech,Lombardia,30-39,414.0
36409,2021-04-17,Pfizer/BioNTech,Lombardia,40-49,708.0
36410,2021-04-17,Pfizer/BioNTech,Lombardia,50-59,1101.0
36411,2021-04-17,Pfizer/BioNTech,Lombardia,60-69,1105.0
36412,2021-04-17,Pfizer/BioNTech,Lombardia,70-79,6618.0
36413,2021-04-17,Pfizer/BioNTech,Lombardia,80-89,547.0
36414,2021-04-17,Pfizer/BioNTech,Lombardia,90+,174.0
36575,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,20-29,5.0
36576,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,30-39,7.0
36577,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,40-49,21.0
36578,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,50-59,28.0
36579,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,60-69,259.0
36580,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,70-79,21825.0
36581,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,80-89,88.0
36582,2021-04-17,Vaxzevria (AstraZeneca),Lombardia,90+,7.0
36720,2021-04-18,Moderna,Lombardia,12-19,2.0
36721,2021-04-18,Moderna,Lombardia,20-29,13.0
36722,2021-04-18,Moderna,Lombardia,30-39,20.0
36723,2021-04-18,Moderna,Lombardia,40-49,51.0
36724,2021-04-18,Moderna,Lombardia,50-59,54.0
36725,2021-04-18,Moderna,Lombardia,60-69,76.0
36726,2021-04-18,Moderna,Lombardia,70-79,609.0
36727,2021-04-18,Moderna,Lombardia,80-89,262.0
36728,2021-04-18,Moderna,Lombardia,90+,265.0
36870,2021-04-18,Pfizer/BioNTech,Lombardia,12-19,42.0
36871,2021-04-18,Pfizer/BioNTech,Lombardia,20-29,199.0
36872,2021-04-18,Pfizer/BioNTech,Lombardia,30-39,296.0
36873,2021-04-18,Pfizer/BioNTech,Lombardia,40-49,507.0
36874,2021-04-18,Pfizer/BioNTech,Lombardia,50-59,812.0
36875,2021-04-18,Pfizer/BioNTech,Lombardia,60-69,775.0
36876,2021-04-18,Pfizer/BioNTech,Lombardia,70-79,6211.0
36877,2021-04-18,Pfizer/BioNTech,Lombardia,80-89,276.0
36878,2021-04-18,Pfizer/BioNTech,Lombardia,90+,92.0
37034,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,12-19,1.0
37035,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,20-29,2.0
37036,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,30-39,3.0
37037,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,40-49,12.0
37038,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,50-59,25.0
37039,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,60-69,166.0
37040,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,70-79,19888.0
37041,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,80-89,62.0
37042,2021-04-18,Vaxzevria (AstraZeneca),Lombardia,90+,6.0
