,date,age_band,new_doses,population,rV
3642,2021/6/28,40 - 44 years,800,677463,0.001180876
3643,2021/6/28,45 - 49 years,483,598535,0.00080697
3644,2021/6/28,5 - 9 years,0,832055,0
3645,2021/6/28,50 - 54 years,330,569938,0.00057901
3647,2021/6/28,55 - 59 years,224,508722,0.000440319
3648,2021/6/28,60 - 64 years,134,405576,0.000330394
3649,2021/6/28,65 - 69 years,64,318142,0.000201168
3650,2021/6/28,70 - 74 years,34,280432,0.000121242
3652,2021/6/28,75+ years,46,499879,9.20E-05
3654,2021/6/29,10 - 14 years,4,425353,9.40E-06
3655,2021/6/29,15 - 19 years,9,194388,4.63E-05
3656,2021/6/29,20 - 24 years,7224,736340,0.009810685
3657,2021/6/29,25 - 29 years,6624,757848,0.008740539
3658,2021/6/29,30 - 34 years,3698,822084,0.004498324
3659,2021/6/29,35 - 39 years,1653,779934,0.00211941
3660,2021/6/29,40 - 44 years,882,677463,0.001301916
3661,2021/6/29,45 - 49 years,529,598535,0.000883825
3662,2021/6/29,5 - 9 years,0,832055,0
3663,2021/6/29,50 - 54 years,351,569938,0.000615856
3665,2021/6/29,55 - 59 years,213,508722,0.000418696
3666,2021/6/29,60 - 64 years,126,405576,0.000310669
3667,2021/6/29,65 - 69 years,68,318142,0.000213741
3668,2021/6/29,70 - 74 years,54,280432,0.00019256
3670,2021/6/29,75+ years,55,499879,0.000110027
3672,2021/6/30,10 - 14 years,2,425353,4.70E-06
3673,2021/6/30,15 - 19 years,33,194388,0.000169764
3674,2021/6/30,20 - 24 years,7122,736340,0.009672162
3675,2021/6/30,25 - 29 years,6794,757848,0.008964858
3676,2021/6/30,30 - 34 years,3501,822084,0.004258689
3677,2021/6/30,35 - 39 years,1775,779934,0.002275834
3678,2021/6/30,40 - 44 years,972,677463,0.001434765
3679,2021/6/30,45 - 49 years,557,598535,0.000930606
3680,2021/6/30,5 - 9 years,0,832055,0
3681,2021/6/30,50 - 54 years,376,569938,0.000659721
3683,2021/6/30,55 - 59 years,254,508722,0.00049929
3684,2021/6/30,60 - 64 years,157,405576,0.000387104
3685,2021/6/30,65 - 69 years,95,318142,0.000298609
3686,2021/6/30,70 - 74 years,59,280432,0.00021039
3688,2021/6/30,75+ years,65,499879,0.000130031
3690,2021/7/1,10 - 14 years,7,425353,1.65E-05
3691,2021/7/1,15 - 19 years,16,194388,8.23E-05
3692,2021/7/1,20 - 24 years,7139,736340,0.009695249
3693,2021/7/1,25 - 29 years,6564,757848,0.008661367
3694,2021/7/1,30 - 34 years,3098,822084,0.003768471
3695,2021/7/1,35 - 39 years,1741,779934,0.00223224
3696,2021/7/1,40 - 44 years,957,677463,0.001412623
3697,2021/7/1,45 - 49 years,584,598535,0.000975716
3698,2021/7/1,5 - 9 years,0,832055,0
3699,2021/7/1,50 - 54 years,389,569938,0.00068253
3701,2021/7/1,55 - 59 years,278,508722,0.000546467
3702,2021/7/1,60 - 64 years,178,405576,0.000438882
3703,2021/7/1,65 - 69 years,92,318142,0.000289179
3704,2021/7/1,70 - 74 years,63,280432,0.000224653
3706,2021/7/1,75+ years,65,499879,0.000130031
3708,2021/7/2,10 - 14 years,2,425353,4.70E-06
3709,2021/7/2,15 - 19 years,24,194388,0.000123464
3710,2021/7/2,20 - 24 years,5837,736340,0.007927045
3711,2021/7/2,25 - 29 years,6087,757848,0.008031954
3712,2021/7/2,30 - 34 years,2871,822084,0.003492344
3713,2021/7/2,35 - 39 years,1765,779934,0.002263012
3714,2021/7/2,40 - 44 years,992,677463,0.001464287
3715,2021/7/2,45 - 49 years,618,598535,0.001032521
3716,2021/7/2,5 - 9 years,0,832055,0
3717,2021/7/2,50 - 54 years,411,569938,0.000721131
3719,2021/7/2,55 - 59 years,279,508722,0.000548433
3720,2021/7/2,60 - 64 years,158,405576,0.000389569
3721,2021/7/2,65 - 69 years,99,318142,0.000311182
3722,2021/7/2,70 - 74 years,44,280432,0.000156901
3724,2021/7/2,75+ years,58,499879,0.000116028
3726,2021/7/3,10 - 14 years,7,425353,1.65E-05
3727,2021/7/3,15 - 19 years,24,194388,0.000123464
3728,2021/7/3,20 - 24 years,6862,736340,0.009319065
3729,2021/7/3,25 - 29 years,6620,757848,0.008735261
3730,2021/7/3,30 - 34 years,3183,822084,0.003871867
3731,2021/7/3,35 - 39 years,1940,779934,0.00248739
3732,2021/7/3,40 - 44 years,1256,677463,0.001853976
3733,2021/7/3,45 - 49 years,824,598535,0.001376695
3734,2021/7/3,5 - 9 years,0,832055,0
3735,2021/7/3,50 - 54 years,513,569938,0.000900098
3737,2021/7/3,55 - 59 years,330,508722,0.000648684
3738,2021/7/3,60 - 64 years,178,405576,0.000438882
3739,2021/7/3,65 - 69 years,92,318142,0.000289179
3740,2021/7/3,70 - 74 years,43,280432,0.000153335
3742,2021/7/3,75+ years,61,499879,0.00012203
3744,2021/7/4,10 - 14 years,5,425353,1.18E-05
3745,2021/7/4,15 - 19 years,12,194388,6.17E-05
3746,2021/7/4,20 - 24 years,4673,736340,0.006346253
3747,2021/7/4,25 - 29 years,4210,757848,0.005555204
3748,2021/7/4,30 - 34 years,1940,822084,0.002359856
3749,2021/7/4,35 - 39 years,1103,779934,0.001414222
3750,2021/7/4,40 - 44 years,631,677463,0.000931416
3751,2021/7/4,45 - 49 years,391,598535,0.000653262
3752,2021/7/4,5 - 9 years,0,832055,0
3753,2021/7/4,50 - 54 years,274,569938,0.000480754
3755,2021/7/4,55 - 59 years,139,508722,0.000273234
3756,2021/7/4,60 - 64 years,85,405576,0.000209578
3757,2021/7/4,65 - 69 years,49,318142,0.000154019
3758,2021/7/4,70 - 74 years,28,280432,9.98E-05
3760,2021/7/4,75+ years,31,499879,6.20E-05
3762,2021/7/5,10 - 14 years,8,425353,1.88E-05
3763,2021/7/5,15 - 19 years,9,194388,4.63E-05
3764,2021/7/5,20 - 24 years,4245,736340,0.005765
3765,2021/7/5,25 - 29 years,4383,757848,0.005783482
3766,2021/7/5,30 - 34 years,2098,822084,0.002552051
3767,2021/7/5,35 - 39 years,1179,779934,0.001511666
3768,2021/7/5,40 - 44 years,754,677463,0.001112976
3769,2021/7/5,45 - 49 years,439,598535,0.000733458
3770,2021/7/5,5 - 9 years,0,832055,0
3771,2021/7/5,50 - 54 years,302,569938,0.000529882
3773,2021/7/5,55 - 59 years,200,508722,0.000393142
3774,2021/7/5,60 - 64 years,127,405576,0.000313135
3775,2021/7/5,65 - 69 years,81,318142,0.000254603
3776,2021/7/5,70 - 74 years,39,280432,0.000139071
3778,2021/7/5,75+ years,37,499879,7.40E-05
3780,2021/7/6,10 - 14 years,5,425353,1.18E-05
3781,2021/7/6,15 - 19 years,18,194388,9.26E-05
3782,2021/7/6,20 - 24 years,4122,736340,0.005597957
3783,2021/7/6,25 - 29 years,3124,757848,0.004122199
3784,2021/7/6,30 - 34 years,1814,822084,0.002206587
3785,2021/7/6,35 - 39 years,1083,779934,0.001388579
3786,2021/7/6,40 - 44 years,668,677463,0.000986032
3787,2021/7/6,45 - 49 years,434,598535,0.000725104
3788,2021/7/6,5 - 9 years,0,832055,0
3789,2021/7/6,50 - 54 years,252,569938,0.000442153
3791,2021/7/6,55 - 59 years,203,508722,0.000399039
3792,2021/7/6,60 - 64 years,134,405576,0.000330394
3793,2021/7/6,65 - 69 years,51,318142,0.000160306
3794,2021/7/6,70 - 74 years,42,280432,0.000149769
3796,2021/7/6,75+ years,39,499879,7.80E-05
3798,2021/7/7,10 - 14 years,2,425353,4.70E-06
3799,2021/7/7,15 - 19 years,12,194388,6.17E-05
3800,2021/7/7,20 - 24 years,4474,736340,0.006075998
3801,2021/7/7,25 - 29 years,3521,757848,0.00464605
3802,2021/7/7,30 - 34 years,2167,822084,0.002635984
3803,2021/7/7,35 - 39 years,1288,779934,0.001651422
3804,2021/7/7,40 - 44 years,752,677463,0.001110024
3805,2021/7/7,45 - 49 years,477,598535,0.000796946
3806,2021/7/7,5 - 9 years,0,832055,0
3807,2021/7/7,50 - 54 years,323,569938,0.000566728
3809,2021/7/7,55 - 59 years,210,508722,0.000412799
3810,2021/7/7,60 - 64 years,161,405576,0.000396966
3811,2021/7/7,65 - 69 years,72,318142,0.000226314
3812,2021/7/7,70 - 74 years,29,280432,0.000103412
3814,2021/7/7,75+ years,58,499879,0.000116028
3816,2021/7/8,10 - 14 years,4,425353,9.40E-06
3817,2021/7/8,15 - 19 years,14,194388,7.20E-05
3818,2021/7/8,20 - 24 years,5812,736340,0.007893093
3819,2021/7/8,25 - 29 years,3900,757848,0.005146151
3820,2021/7/8,30 - 34 years,2544,822084,0.003094574
3821,2021/7/8,35 - 39 years,1572,779934,0.002015555
3822,2021/7/8,40 - 44 years,970,677463,0.001431813
3823,2021/7/8,45 - 49 years,582,598535,0.000972374
3824,2021/7/8,5 - 9 years,0,832055,0
3825,2021/7/8,50 - 54 years,384,569938,0.000673757
3827,2021/7/8,55 - 59 years,233,508722,0.00045801
3828,2021/7/8,60 - 64 years,148,405576,0.000364913
3829,2021/7/8,65 - 69 years,101,318142,0.000317468
3830,2021/7/8,70 - 74 years,62,280432,0.000221087
3832,2021/7/8,75+ years,71,499879,0.000142034
3834,2021/7/9,10 - 14 years,2,425353,4.70E-06
3835,2021/7/9,15 - 19 years,14,194388,7.20E-05
3836,2021/7/9,20 - 24 years,4774,736340,0.006483418
3837,2021/7/9,25 - 29 years,3815,757848,0.005033991
3838,2021/7/9,30 - 34 years,2618,822084,0.003184589
3839,2021/7/9,35 - 39 years,1705,779934,0.002186082
3840,2021/7/9,40 - 44 years,1020,677463,0.001505617
3841,2021/7/9,45 - 49 years,627,598535,0.001047558
3842,2021/7/9,5 - 9 years,0,832055,0
3843,2021/7/9,50 - 54 years,410,569938,0.000719376
3845,2021/7/9,55 - 59 years,287,508722,0.000564159
3846,2021/7/9,60 - 64 years,164,405576,0.000404363
3847,2021/7/9,65 - 69 years,85,318142,0.000267176
3848,2021/7/9,70 - 74 years,45,280432,0.000160467
3850,2021/7/9,75+ years,70,499879,0.000140034
3852,2021/7/10,10 - 14 years,2,425353,4.70E-06
3853,2021/7/10,15 - 19 years,18,194388,9.26E-05
3854,2021/7/10,20 - 24 years,4507,736340,0.006120814
3855,2021/7/10,25 - 29 years,3966,757848,0.005233239
3856,2021/7/10,30 - 34 years,2612,822084,0.003177291
3857,2021/7/10,35 - 39 years,1664,779934,0.002133514
3858,2021/7/10,40 - 44 years,1047,677463,0.001545472
3859,2021/7/10,45 - 49 years,713,598535,0.001191242
3860,2021/7/10,5 - 9 years,0,832055,0
3861,2021/7/10,50 - 54 years,496,569938,0.00087027
3863,2021/7/10,55 - 59 years,302,508722,0.000593644
3864,2021/7/10,60 - 64 years,179,405576,0.000441348
3865,2021/7/10,65 - 69 years,112,318142,0.000352044
3866,2021/7/10,70 - 74 years,48,280432,0.000171164
3868,2021/7/10,75+ years,65,499879,0.000130031
3870,2021/7/11,10 - 14 years,5,425353,1.18E-05
3871,2021/7/11,15 - 19 years,10,194388,5.14E-05
3872,2021/7/11,20 - 24 years,1827,736340,0.002481191
3873,2021/7/11,25 - 29 years,1597,757848,0.002107283
3874,2021/7/11,30 - 34 years,1188,822084,0.001445108
3875,2021/7/11,35 - 39 years,800,779934,0.001025728
3876,2021/7/11,40 - 44 years,499,677463,0.000736572
3877,2021/7/11,45 - 49 years,340,598535,0.000568054
3878,2021/7/11,5 - 9 years,0,832055,0
3879,2021/7/11,50 - 54 years,207,569938,0.000363197
3881,2021/7/11,55 - 59 years,158,508722,0.000310582
3882,2021/7/11,60 - 64 years,94,405576,0.000231769
3883,2021/7/11,65 - 69 years,53,318142,0.000166592
3884,2021/7/11,70 - 74 years,25,280432,8.91E-05
3886,2021/7/11,75+ years,29,499879,5.80E-05
3888,2021/7/12,10 - 14 years,5,425353,1.18E-05
3889,2021/7/12,15 - 19 years,10,194388,5.14E-05
3890,2021/7/12,20 - 24 years,2572,736340,0.003492952
3891,2021/7/12,25 - 29 years,2308,757848,0.003045466
3892,2021/7/12,30 - 34 years,1513,822084,0.001840445
3893,2021/7/12,35 - 39 years,991,779934,0.00127062
3894,2021/7/12,40 - 44 years,542,677463,0.000800044
3895,2021/7/12,45 - 49 years,330,598535,0.000551346
3896,2021/7/12,5 - 9 years,0,832055,0
3897,2021/7/12,50 - 54 years,243,569938,0.000426362
3899,2021/7/12,55 - 59 years,144,508722,0.000283062
3900,2021/7/12,60 - 64 years,90,405576,0.000221907
3901,2021/7/12,65 - 69 years,56,318142,0.000176022
3902,2021/7/12,70 - 74 years,35,280432,0.000124807
3904,2021/7/12,75+ years,34,499879,6.80E-05
3906,2021/7/13,10 - 14 years,7,425353,1.65E-05
3907,2021/7/13,15 - 19 years,15,194388,7.72E-05
3908,2021/7/13,20 - 24 years,2651,736340,0.003600239
3909,2021/7/13,25 - 29 years,2430,757848,0.003206448
3910,2021/7/13,30 - 34 years,1654,822084,0.00201196
3911,2021/7/13,35 - 39 years,1013,779934,0.001298828
3912,2021/7/13,40 - 44 years,643,677463,0.000949129
3913,2021/7/13,45 - 49 years,401,598535,0.000669969
3914,2021/7/13,5 - 9 years,0,832055,0
3915,2021/7/13,50 - 54 years,269,569938,0.000471981
3917,2021/7/13,55 - 59 years,177,508722,0.000347931
3918,2021/7/13,60 - 64 years,105,405576,0.000258891
3919,2021/7/13,65 - 69 years,74,318142,0.000232601
3920,2021/7/13,70 - 74 years,36,280432,0.000128373
3922,2021/7/13,75+ years,53,499879,0.000106026
3924,2021/7/14,10 - 14 years,1,425353,2.35E-06
3925,2021/7/14,15 - 19 years,13,194388,6.69E-05
3926,2021/7/14,20 - 24 years,2678,736340,0.003636907
3927,2021/7/14,25 - 29 years,2342,757848,0.003090329
3928,2021/7/14,30 - 34 years,1650,822084,0.002007094
3929,2021/7/14,35 - 39 years,1037,779934,0.0013296
3930,2021/7/14,40 - 44 years,656,677463,0.000968319
3931,2021/7/14,45 - 49 years,418,598535,0.000698372
3932,2021/7/14,5 - 9 years,0,832055,0
3933,2021/7/14,50 - 54 years,291,569938,0.000510582
3935,2021/7/14,55 - 59 years,226,508722,0.00044425
3936,2021/7/14,60 - 64 years,143,405576,0.000352585
3937,2021/7/14,65 - 69 years,82,318142,0.000257747
3938,2021/7/14,70 - 74 years,45,280432,0.000160467
3940,2021/7/14,75+ years,48,499879,9.60E-05
3942,2021/7/15,10 - 14 years,10,425353,2.35E-05
3943,2021/7/15,15 - 19 years,16,194388,8.23E-05
3944,2021/7/15,20 - 24 years,2684,736340,0.003645055
3945,2021/7/15,25 - 29 years,2465,757848,0.003252631
3946,2021/7/15,30 - 34 years,1725,822084,0.002098326
3947,2021/7/15,35 - 39 years,1233,779934,0.001580903
3948,2021/7/15,40 - 44 years,775,677463,0.001143974
3949,2021/7/15,45 - 49 years,459,598535,0.000766872
3950,2021/7/15,5 - 9 years,0,832055,0
3951,2021/7/15,50 - 54 years,380,569938,0.000666739
3953,2021/7/15,55 - 59 years,236,508722,0.000463908
3954,2021/7/15,60 - 64 years,148,405576,0.000364913
3955,2021/7/15,65 - 69 years,109,318142,0.000342614
3956,2021/7/15,70 - 74 years,51,280432,0.000181862
3958,2021/7/15,75+ years,50,499879,0.000100024
3960,2021/7/16,10 - 14 years,6,425353,1.41E-05
3961,2021/7/16,15 - 19 years,19,194388,9.77E-05
3962,2021/7/16,20 - 24 years,2292,736340,0.003112693
3963,2021/7/16,25 - 29 years,2102,757848,0.002773643
3964,2021/7/16,30 - 34 years,1688,822084,0.002053318
3965,2021/7/16,35 - 39 years,1136,779934,0.001456534
3966,2021/7/16,40 - 44 years,779,677463,0.001149878
3967,2021/7/16,45 - 49 years,417,598535,0.000696701
3968,2021/7/16,5 - 9 years,0,832055,0
3969,2021/7/16,50 - 54 years,292,569938,0.000512336
3971,2021/7/16,55 - 59 years,200,508722,0.000393142
3972,2021/7/16,60 - 64 years,133,405576,0.000327929
3973,2021/7/16,65 - 69 years,63,318142,0.000198025
3974,2021/7/16,70 - 74 years,35,280432,0.000124807
3976,2021/7/16,75+ years,56,499879,0.000112027
3978,2021/7/17,10 - 14 years,3,425353,7.05E-06
3979,2021/7/17,15 - 19 years,89,194388,0.000457847
3980,2021/7/17,20 - 24 years,2693,736340,0.003657278
3981,2021/7/17,25 - 29 years,2406,757848,0.003174779
3982,2021/7/17,30 - 34 years,1818,822084,0.002211453
3983,2021/7/17,35 - 39 years,1277,779934,0.001637318
3984,2021/7/17,40 - 44 years,810,677463,0.001195637
3985,2021/7/17,45 - 49 years,579,598535,0.000967362
3986,2021/7/17,5 - 9 years,0,832055,0
3987,2021/7/17,50 - 54 years,435,569938,0.000763241
3989,2021/7/17,55 - 59 years,293,508722,0.000575953
3990,2021/7/17,60 - 64 years,175,405576,0.000431485
3991,2021/7/17,65 - 69 years,95,318142,0.000298609
3992,2021/7/17,70 - 74 years,39,280432,0.000139071
3994,2021/7/17,75+ years,64,499879,0.000128031
3996,2021/7/18,10 - 14 years,3,425353,7.05E-06
3997,2021/7/18,15 - 19 years,9,194388,4.63E-05
3998,2021/7/18,20 - 24 years,1274,736340,0.001730179
3999,2021/7/18,25 - 29 years,1195,757848,0.001576833
4000,2021/7/18,30 - 34 years,960,822084,0.001167764
4001,2021/7/18,35 - 39 years,665,779934,0.000852636
4002,2021/7/18,40 - 44 years,431,677463,0.000636197
4003,2021/7/18,45 - 49 years,302,598535,0.000504565
4004,2021/7/18,5 - 9 years,0,832055,0
4005,2021/7/18,50 - 54 years,202,569938,0.000354425
4007,2021/7/18,55 - 59 years,149,508722,0.000292891
4008,2021/7/18,60 - 64 years,81,405576,0.000199716
4009,2021/7/18,65 - 69 years,44,318142,0.000138303
4010,2021/7/18,70 - 74 years,18,280432,6.42E-05
4012,2021/7/18,75+ years,21,499879,4.20E-05
4014,2021/7/19,10 - 14 years,2,425353,4.70E-06
4015,2021/7/19,15 - 19 years,12,194388,6.17E-05
4016,2021/7/19,20 - 24 years,1620,736340,0.002200071
4017,2021/7/19,25 - 29 years,1649,757848,0.002175898
4018,2021/7/19,30 - 34 years,1160,822084,0.001411048
4019,2021/7/19,35 - 39 years,778,779934,0.00099752
4020,2021/7/19,40 - 44 years,465,677463,0.000686384
4021,2021/7/19,45 - 49 years,283,598535,0.000472821
4022,2021/7/19,5 - 9 years,0,832055,0
4023,2021/7/19,50 - 54 years,177,569938,0.00031056
4025,2021/7/19,55 - 59 years,135,508722,0.000265371
4026,2021/7/19,60 - 64 years,100,405576,0.000246563
4027,2021/7/19,65 - 69 years,56,318142,0.000176022
4028,2021/7/19,70 - 74 years,28,280432,9.98E-05
4030,2021/7/19,75+ years,25,499879,5.00E-05
4032,2021/7/20,10 - 14 years,5,425353,1.18E-05
4033,2021/7/20,15 - 19 years,14,194388,7.20E-05
4034,2021/7/20,20 - 24 years,1671,736340,0.002269332
4035,2021/7/20,25 - 29 years,1605,757848,0.002117839
4036,2021/7/20,30 - 34 years,1170,822084,0.001423212
4037,2021/7/20,35 - 39 years,746,779934,0.000956491
4038,2021/7/20,40 - 44 years,491,677463,0.000724763
4039,2021/7/20,45 - 49 years,300,598535,0.000501224
4040,2021/7/20,5 - 9 years,0,832055,0
4041,2021/7/20,50 - 54 years,174,569938,0.000305296
4043,2021/7/20,55 - 59 years,131,508722,0.000257508
4044,2021/7/20,60 - 64 years,92,405576,0.000226838
4045,2021/7/20,65 - 69 years,67,318142,0.000210598
4046,2021/7/20,70 - 74 years,32,280432,0.00011411
4048,2021/7/20,75+ years,44,499879,8.80E-05
4050,2021/7/21,10 - 14 years,12,425353,2.82E-05
4051,2021/7/21,15 - 19 years,23,194388,0.00011832
4052,2021/7/21,20 - 24 years,1886,736340,0.002561317
4053,2021/7/21,25 - 29 years,1768,757848,0.002332922
4054,2021/7/21,30 - 34 years,1226,822084,0.001491332
4055,2021/7/21,35 - 39 years,831,779934,0.001065475
4056,2021/7/21,40 - 44 years,536,677463,0.000791187
4057,2021/7/21,45 - 49 years,354,598535,0.000591444
4058,2021/7/21,5 - 9 years,0,832055,0
4059,2021/7/21,50 - 54 years,237,569938,0.000415835
4061,2021/7/21,55 - 59 years,152,508722,0.000298788
4062,2021/7/21,60 - 64 years,106,405576,0.000261357
4063,2021/7/21,65 - 69 years,59,318142,0.000185452
4064,2021/7/21,70 - 74 years,35,280432,0.000124807
4066,2021/7/21,75+ years,43,499879,8.60E-05
4068,2021/7/22,10 - 14 years,5,425353,1.18E-05
4069,2021/7/22,15 - 19 years,23,194388,0.00011832
4070,2021/7/22,20 - 24 years,1764,736340,0.002395632
4071,2021/7/22,25 - 29 years,1536,757848,0.002026792
4072,2021/7/22,30 - 34 years,1247,822084,0.001516877
4073,2021/7/22,35 - 39 years,797,779934,0.001021881
4074,2021/7/22,40 - 44 years,573,677463,0.000845803
4075,2021/7/22,45 - 49 years,357,598535,0.000596456
4076,2021/7/22,5 - 9 years,0,832055,0
4077,2021/7/22,50 - 54 years,229,569938,0.000401798
4079,2021/7/22,55 - 59 years,154,508722,0.000302719
4080,2021/7/22,60 - 64 years,121,405576,0.000298341
4081,2021/7/22,65 - 69 years,54,318142,0.000169736
4082,2021/7/22,70 - 74 years,27,280432,9.63E-05
4084,2021/7/22,75+ years,50,499879,0.000100024
4086,2021/7/23,10 - 14 years,11,425353,2.59E-05
4087,2021/7/23,15 - 19 years,27,194388,0.000138897
4088,2021/7/23,20 - 24 years,1663,736340,0.002258468
4089,2021/7/23,25 - 29 years,1484,757848,0.001958176
4090,2021/7/23,30 - 34 years,1180,822084,0.001435376
4091,2021/7/23,35 - 39 years,868,779934,0.001112915
4092,2021/7/23,40 - 44 years,538,677463,0.000794139
4093,2021/7/23,45 - 49 years,336,598535,0.000561371
4094,2021/7/23,5 - 9 years,0,832055,0
4095,2021/7/23,50 - 54 years,252,569938,0.000442153
4097,2021/7/23,55 - 59 years,160,508722,0.000314514
4098,2021/7/23,60 - 64 years,100,405576,0.000246563
4099,2021/7/23,65 - 69 years,45,318142,0.000141446
4100,2021/7/23,70 - 74 years,39,280432,0.000139071
4102,2021/7/23,75+ years,41,499879,8.20E-05
4104,2021/7/24,10 - 14 years,10,425353,2.35E-05
4105,2021/7/24,15 - 19 years,38,194388,0.000195485
4106,2021/7/24,20 - 24 years,1826,736340,0.002479833
4107,2021/7/24,25 - 29 years,1528,757848,0.002016235
4108,2021/7/24,30 - 34 years,1328,822084,0.001615407
4109,2021/7/24,35 - 39 years,951,779934,0.001219334
4110,2021/7/24,40 - 44 years,598,677463,0.000882705
4111,2021/7/24,45 - 49 years,426,598535,0.000711738
4112,2021/7/24,5 - 9 years,1,832055,1.20E-06
4113,2021/7/24,50 - 54 years,260,569938,0.00045619
4115,2021/7/24,55 - 59 years,199,508722,0.000391176
4116,2021/7/24,60 - 64 years,121,405576,0.000298341
4117,2021/7/24,65 - 69 years,48,318142,0.000150876
4118,2021/7/24,70 - 74 years,27,280432,9.63E-05
4120,2021/7/24,75+ years,44,499879,8.80E-05
4122,2021/7/25,10 - 14 years,6,425353,1.41E-05
4123,2021/7/25,15 - 19 years,7,194388,3.60E-05
4124,2021/7/25,20 - 24 years,1046,736340,0.001420539
4125,2021/7/25,25 - 29 years,898,757848,0.001184934
4126,2021/7/25,30 - 34 years,733,822084,0.000891636
4127,2021/7/25,35 - 39 years,530,779934,0.000679545
4128,2021/7/25,40 - 44 years,345,677463,0.000509253
4129,2021/7/25,45 - 49 years,221,598535,0.000369235
4130,2021/7/25,5 - 9 years,0,832055,0
4131,2021/7/25,50 - 54 years,141,569938,0.000247395
4133,2021/7/25,55 - 59 years,106,508722,0.000208365
4134,2021/7/25,60 - 64 years,60,405576,0.000147938
4135,2021/7/25,65 - 69 years,24,318142,7.54E-05
4136,2021/7/25,70 - 74 years,8,280432,2.85E-05
4138,2021/7/25,75+ years,14,499879,2.80E-05
4140,2021/7/26,10 - 14 years,8,425353,1.88E-05
4141,2021/7/26,15 - 19 years,22,194388,0.000113176
4142,2021/7/26,20 - 24 years,1520,736340,0.002064264
4143,2021/7/26,25 - 29 years,1282,757848,0.001691632
4144,2021/7/26,30 - 34 years,936,822084,0.00113857
