id,Delta,R0,i0_q,r0_q,start_week_delta,t_alpha_delta
9079,56.0,1.3230221066085077,0.002790086066861871,0.25836993533043795,6.0,28.0
9080,51.0,1.3011637616576395,0.00353649379595199,0.2291238262091905,7.0,6.0
9081,48.0,1.2568325659297261,0.005039810423337905,0.22973027422815384,7.0,36.0
9082,62.0,1.335564816753025,0.004367804741466163,0.2849645085315551,5.0,18.0
9083,54.0,1.1533300448688206,0.00359134145872805,0.14272690718730838,5.0,34.0
9084,39.0,1.1989301439033986,0.002618226699801645,0.1724551209088117,7.0,32.0
9085,55.0,1.3398415876164593,0.0019484695272549049,0.24401506384105898,7.0,27.0
9086,58.0,1.3784005606032625,0.002272855742122878,0.2684602562832146,5.0,19.0
9087,62.0,1.513333962663244,0.004643688909687176,0.3453654289006066,5.0,8.0
9088,50.0,1.5114474902964365,0.002114054488486405,0.32338864950757945,7.0,2.0
9089,61.0,1.3899633525580162,0.002006848080110986,0.2801784433470062,7.0,38.0
9090,46.0,1.6292602546409676,0.0024912135944165684,0.3939669202846921,7.0,15.0
9091,63.0,1.2314065419495037,0.0025406669774634106,0.17645205712811177,5.0,17.0
9092,59.0,1.3481496776623072,0.0038012198998041945,0.27271865666452577,7.0,19.0
9093,59.0,1.211001363418984,0.003031656285553062,0.1801529662640758,4.0,41.0
